"https://xkcd.com/2420/","Appliances","If you had an oven bag and a dryer that runs unusually hot, I guess you could in theory make tumbled eggs."
"https://xkcd.com/2419/","Hug Count","I've never been that big of a hug person, but it turns out I'm not quite this small of a hug person either."
"https://xkcd.com/2418/","Metacarcinization","Scientists still don't know how marine biologists manage to so consistently bring up whalefall ecosystems, when relevant conversational openings are so few and far between."
"https://xkcd.com/2417/","1/1,000th Scale World","We're worried that a regular whale will get into a 30-foot-deep ocean trench section and filter-feed on all the tiny whales."
"https://xkcd.com/2416/","Trash Compactor Party","What an incredible smell you've discovered."
"https://xkcd.com/2415/","Allow Captcha","To prove you're human, please click all the number pairs that appear together in your Social Security number."
"https://xkcd.com/2414/","Solar System Compression Artifacts","Most of our universe consists of dark matter rendered completely undetectable by our spacetime codec's dynamic range issues."
"https://xkcd.com/2413/","Pulsar Analogy","The #2 cause of astronomer hand injuries is trying to do vector math when the second axis points off to the right."
"https://xkcd.com/2412/","1/100,000th Scale World","The floor should be slightly curved, but we haven't figured out artificial gravity yet, so for now we just added a trace intoxicating gas to the air that messes with your inner ear and gives you a sense that the ground is tilting away from you."
"https://xkcd.com/2411/","1/10,000th Scale World","OCEAN PLAY AREA RULES: No running, no horseplay, no megatsunamis, and no trying to pry the wreck of the Titanic off the bottom."
"https://xkcd.com/2410/","Apple Growers","Hopefully in a couple of weeks we'll be able to resume our apple-focused updates, because we have SO MUCH to say about Cosmic Crisp."
"https://xkcd.com/2409/","Steepen the Curve","1. Flatten the curve. 2. Steepen the curve. 3. Hang out."
"https://xkcd.com/2408/","Egg Strategies","Neutral Evil is for people who like keeping the weight nicely centered in the carton, but also hate everyone else who wants that."
"https://xkcd.com/2407/","Depth and Breadth","A death-first search is when you lose your keys and travel to the depths of hell to find them, and then if they're not there you start checking your coat pockets."
"https://xkcd.com/2406/","Viral Vector Immunity","We've secretly replaced this customer's instant coffee with our patented substitute. Let's see what she ... uh oh, I think she spotted us through the window. Now she's getting something from the closet ... oh jeez, she has a sword! Run!!"
"https://xkcd.com/2405/","Flash Gatsby","Protip: At midnight your excuse for not having read The Great Gatsby can switch from ""I'm worried about violating copyright"" to ""I think my copy requires Flash."""
"https://xkcd.com/2404/","First Thing","Then I'm going to go on a weeks-long somatic hypermutation bender, producing ever-more targeted antibodies, while I continue to remain distanced and follow guidance from public health authorities."
"https://xkcd.com/2403/","Wrapping Paper","Wow, rude of you to regift literally every gift that you or anyone else has ever received."
"https://xkcd.com/2402/","Into My Veins","""Okay, for the last time, the shot is free, so we can't--"" ""Shut up and take my money!"""
"https://xkcd.com/2401/","Conjunction","The IAU is sad to announce that at 00:39 UTC on December 22nd, Jupiter and Saturn did unfortunately come into contact, and appear to have blooped together."
"https://xkcd.com/2400/","Statistics","We reject the null hypothesis based on the 'hot damn, check out this chart' test."
"https://xkcd.com/2399/","2020 Election Map","There are more Trump voters in California than Texas, more Biden voters in Texas than New York, more Trump voters in New York than Ohio, more Biden voters in Ohio than Massachusetts, more Trump voters in Massachusetts than Mississippi, and more Biden voters in Mississippi than Vermont."
"https://xkcd.com/2398/","Vaccine Tracker","*refresh* Aww, still in Kalamazoo. *refresh* Aww, still in Kalamazoo."
"https://xkcd.com/2397/","I Just Don't Trust Them","I believe in getting immunity the old-fashioned way: By letting a bat virus take control of my lungs and turn my face into a disgusting plague fountain while my immune system desperately Googles 'how to make spike protein antibodies'."
"https://xkcd.com/2396/","Wonder Woman 1984","'Wait, why would you think a movie set in 1984 would do drive-ins as a retro promotion?' 'You know, 80s stuff. Drive-in movies. Britney Spears doing the hustle. Elvis going on Ed Sullivan and showing off his pog collection.' 'What year were you born, again?'"
"https://xkcd.com/2395/","Covid Precaution Level","It's frustrating to calibrate your precautions when there's only one kind of really definitive feedback you can get, you can only get it once, and when you do it's too late."
"https://xkcd.com/2394/","Contiguous 41 States","Linguists, settling some inscrutable grudge, have been steadily sneaking more backdated synonyms for 'sharing borders' into the dictionary. They've added 'contiguous,' 'coterminous,' 'conterminous,' and next year they're adding 'conterguous.'"
"https://xkcd.com/2393/","Presidential Middle Names","The bottom of the list remains unchanged. Poor Rutherford Birchard Hayes."
"https://xkcd.com/2392/","Cyber Cafe","Since we haven't really settled on a name for those online hangout/work spaces that try to recreate the experience of cafes, and I love confusion, I'm going to start calling them 'cyber cafes' or 'internet cafes.'"
"https://xkcd.com/2391/","Life Before the Pandemic","I can't wait until this is all over and I can go back to riding my horse through the mall."
"https://xkcd.com/2390/","Linguists","""Do you feel like the answer depends on whether you're currently in the hole, versus when you refer to the events later after you get out? Assuming you get out."""
"https://xkcd.com/2389/","Unread","I'll never install a smart home smoke detector. It's not that I don't trust the software--it's that all software eventually becomes email, and I know how I am with email."
"https://xkcd.com/2388/","Viral Quiz Identity Theft","[scrolling through a giant spreadsheet of transcribed data] 'Wow, a surprising number of users grew up at 420 69th St.' 'Yeah, must be a high-rise or something.'"
"https://xkcd.com/2387/","Blair Witch","""Are you concerned the witches won't breed in captivity?"" ""Honestly, we're more concerned that they WILL. We don't know what it involves, but our biologists theorize that it's 'harrowing.'"""
"https://xkcd.com/2386/","Ten Years","The ten-year cancerversary is traditionally the Cursed Artifact Granting Immortality anniversary."
"https://xkcd.com/2385/","Final Exam","For those of you also taking Game Theory, your grade in that class will be based on how close your grade on this exam is to 80% of the average."
"https://xkcd.com/2384/","Set in the Present","She referenced Billie Eilish, so this must be getting pretty close to the pandemic. But we've seen the last two years in-universe, so if it's set in the future, they must be in at least 2023 by now. [*adds thumbtacks and string to wall*]"
"https://xkcd.com/2383/","Electoral Precedent 2020","He also broke the streak that incumbents with websites are unbeatable and Delawareans can't win, creating a new precedent: Only someone from Delaware can defeat an incumbent with a website."
"https://xkcd.com/2382/","Ballot Tracker Tracker","Good luck to Democrats in the upcoming Georgia runoff elections, and to the Google Sheets SREs in the current run-on elections."
"https://xkcd.com/2381/","The True Name of the Bear","Thank you to Gretchen McCulloch for fielding this question, and sorry that as a result the world's foremost internet linguist has been devoured by the brown one. She will be missed."
"https://xkcd.com/2380/","Election Impact Score Sheet","You might think most people you know are reliable voters, or that your nudge won't convince them, and you will usually be right. But some small but significant percentage of the time, you'll be wrong, and that's why this works."
"https://xkcd.com/2379/","Probability Comparisons","Call me, MAYBE."
